pair_idx,fp_size,num_collisions,tanimoto_exact,tanimoto_compressed,tanimoto_compressed_difference
8075,512,2,0.2015,0.2105,0.0090
8075,1024,1,0.2015,0.2015,0.0000
8075,2048,0,0.2015,0.2015,0.0000
8075,4096,0,0.2015,0.2015,0.0000
8076,512,5,0.2209,0.2651,0.0441
8076,1024,0,0.2209,0.2209,0.0000
8076,2048,0,0.2209,0.2209,0.0000
8076,4096,0,0.2209,0.2209,0.0000
8077,512,6,0.1226,0.1678,0.0452
8077,1024,4,0.1226,0.1447,0.0222
8077,2048,1,0.1226,0.1299,0.0073
8077,4096,0,0.1226,0.1226,0.0000
8078,512,6,0.1690,0.1857,0.0167
8078,1024,3,0.1690,0.1773,0.0083
8078,2048,2,0.1690,0.1773,0.0083
8078,4096,0,0.1690,0.1690,0.0000
8079,512,3,0.1624,0.1826,0.0202
8079,1024,1,0.1624,0.1724,0.0100
8079,2048,1,0.1624,0.1724,0.0100
8079,4096,1,0.1624,0.1724,0.0100
8080,512,5,0.1467,0.1862,0.0395
8080,1024,3,0.1467,0.1701,0.0234
8080,2048,2,0.1467,0.1622,0.0155
8080,4096,0,0.1467,0.1467,0.0000
8081,512,3,0.2110,0.2336,0.0226
8081,1024,0,0.2110,0.2110,0.0000
8081,2048,0,0.2110,0.2110,0.0000
8081,4096,0,0.2110,0.2110,0.0000
8082,512,5,0.1667,0.2049,0.0383
8082,1024,2,0.1667,0.1855,0.0188
8082,2048,1,0.1667,0.1760,0.0093
8082,4096,0,0.1667,0.1667,0.0000
8083,512,7,0.1844,0.2748,0.0904
8083,1024,2,0.1844,0.2101,0.0257
8083,2048,1,0.1844,0.2014,0.0170
8083,4096,0,0.1844,0.1844,0.0000
8084,512,7,0.1296,0.1675,0.0378
8084,1024,5,0.1296,0.1564,0.0268
8084,2048,3,0.1296,0.1402,0.0106
8084,4096,1,0.1296,0.1349,0.0053
8085,512,6,0.2254,0.2701,0.0447
8085,1024,3,0.2254,0.2429,0.0175
8085,2048,2,0.2254,0.2340,0.0087
8085,4096,0,0.2254,0.2254,0.0000
8086,512,8,0.1447,0.2000,0.0553
8086,1024,4,0.1447,0.1678,0.0230
8086,2048,2,0.1447,0.1600,0.0153
8086,4096,0,0.1447,0.1447,0.0000
8087,512,4,0.1120,0.1301,0.0181
8087,1024,4,0.1120,0.1301,0.0181
8087,2048,2,0.1120,0.1210,0.0090
8087,4096,0,0.1120,0.1120,0.0000
8088,512,7,0.2568,0.2707,0.0139
8088,1024,5,0.2568,0.2637,0.0069
8088,2048,3,0.2568,0.2568,0.0000
8088,4096,1,0.2568,0.2568,0.0000
8089,512,8,0.2071,0.2612,0.0541
8089,1024,5,0.2071,0.2426,0.0355
8089,2048,4,0.2071,0.2426,0.0355
8089,4096,1,0.2071,0.2158,0.0087
8090,512,2,0.2879,0.2977,0.0098
8090,1024,0,0.2879,0.2879,0.0000
8090,2048,0,0.2879,0.2879,0.0000
8090,4096,0,0.2879,0.2879,0.0000
8091,512,5,0.1469,0.1714,0.0246
8091,1024,2,0.1469,0.1549,0.0081
8091,2048,2,0.1469,0.1549,0.0081
8091,4096,1,0.1469,0.1549,0.0081
8092,512,5,0.2075,0.2673,0.0598
8092,1024,3,0.2075,0.2427,0.0352
8092,2048,2,0.2075,0.2308,0.0232
8092,4096,0,0.2075,0.2075,0.0000
8093,512,3,0.1466,0.1565,0.0100
8093,1024,3,0.1466,0.1565,0.0100
8093,2048,3,0.1466,0.1565,0.0100
8093,4096,0,0.1466,0.1466,0.0000
8094,512,4,0.1048,0.1230,0.0181
8094,1024,3,0.1048,0.1138,0.0090
8094,2048,1,0.1048,0.1048,0.0000
8094,4096,0,0.1048,0.1048,0.0000
8095,512,6,0.1395,0.1855,0.0459
8095,1024,4,0.1395,0.1760,0.0365
8095,2048,1,0.1395,0.1484,0.0089
8095,4096,1,0.1395,0.1484,0.0089
8096,512,4,0.2773,0.2773,0.0000
8096,1024,2,0.2773,0.2773,0.0000
8096,2048,1,0.2773,0.2773,0.0000
8096,4096,1,0.2773,0.2773,0.0000
8097,512,4,0.0394,0.0645,0.0251
8097,1024,4,0.0394,0.0645,0.0251
8097,2048,2,0.0394,0.0560,0.0166
8097,4096,0,0.0394,0.0394,0.0000
8098,512,3,0.2137,0.2348,0.0211
8098,1024,1,0.2137,0.2241,0.0105
8098,2048,0,0.2137,0.2137,0.0000
8098,4096,0,0.2137,0.2137,0.0000
8099,512,11,0.2069,0.2774,0.0705
8099,1024,9,0.2069,0.2590,0.0521
8099,2048,5,0.2069,0.2324,0.0255
8099,4096,2,0.2069,0.2238,0.0169
8100,512,9,0.1548,0.2125,0.0577
8100,1024,8,0.1548,0.2075,0.0527
8100,2048,4,0.1548,0.1829,0.0282
8100,4096,1,0.1548,0.1640,0.0092
8101,512,2,0.1361,0.1429,0.0068
8101,1024,1,0.1361,0.1429,0.0068
8101,2048,1,0.1361,0.1429,0.0068
8101,4096,1,0.1361,0.1429,0.0068
8102,512,5,0.1783,0.2160,0.0377
8102,1024,3,0.1783,0.1969,0.0186
8102,2048,1,0.1783,0.1875,0.0092
8102,4096,1,0.1783,0.1875,0.0092
8103,512,2,0.2243,0.2358,0.0115
8103,1024,2,0.2243,0.2358,0.0115
8103,2048,1,0.2243,0.2243,0.0000
8103,4096,0,0.2243,0.2243,0.0000
8104,512,4,0.2403,0.2698,0.0295
8104,1024,2,0.2403,0.2500,0.0097
8104,2048,2,0.2403,0.2500,0.0097
8104,4096,0,0.2403,0.2403,0.0000
8105,512,3,0.1885,0.2288,0.0403
8105,1024,0,0.1885,0.1885,0.0000
8105,2048,0,0.1885,0.1885,0.0000
8105,4096,0,0.1885,0.1885,0.0000
8106,512,7,0.1456,0.1830,0.0374
8106,1024,5,0.1456,0.1753,0.0298
8106,2048,4,0.1456,0.1603,0.0147
8106,4096,2,0.1456,0.1603,0.0147
8107,512,1,0.2273,0.2385,0.0113
8107,1024,1,0.2273,0.2385,0.0113
8107,2048,1,0.2273,0.2385,0.0113
8107,4096,0,0.2273,0.2273,0.0000
8108,512,14,0.1333,0.1792,0.0459
8108,1024,8,0.1333,0.1657,0.0324
8108,2048,2,0.1333,0.1397,0.0063
8108,4096,1,0.1333,0.1397,0.0063
8109,512,3,0.2523,0.2752,0.0230
8109,1024,1,0.2523,0.2636,0.0114
8109,2048,1,0.2523,0.2636,0.0114
8109,4096,0,0.2523,0.2523,0.0000
8110,512,7,0.1779,0.2075,0.0296
8110,1024,2,0.1779,0.1925,0.0146
8110,2048,2,0.1779,0.1925,0.0146
8110,4096,1,0.1779,0.1852,0.0073
8111,512,2,0.1890,0.1984,0.0094
8111,1024,2,0.1890,0.1984,0.0094
8111,2048,2,0.1890,0.1984,0.0094
8111,4096,0,0.1890,0.1890,0.0000
8112,512,4,0.2279,0.2279,0.0000
8112,1024,1,0.2279,0.2279,0.0000
8112,2048,1,0.2279,0.2279,0.0000
8112,4096,0,0.2279,0.2279,0.0000
8113,512,4,0.1180,0.1465,0.0285
8113,1024,3,0.1180,0.1392,0.0212
8113,2048,0,0.1180,0.1180,0.0000
8113,4096,0,0.1180,0.1180,0.0000
8114,512,8,0.1485,0.1658,0.0173
8114,1024,4,0.1485,0.1600,0.0115
8114,2048,4,0.1485,0.1600,0.0115
8114,4096,1,0.1485,0.1485,0.0000
8115,512,0,0.2065,0.2065,0.0000
8115,1024,0,0.2065,0.2065,0.0000
8115,2048,0,0.2065,0.2065,0.0000
8115,4096,0,0.2065,0.2065,0.0000
8116,512,3,0.1667,0.1875,0.0208
8116,1024,1,0.1667,0.1667,0.0000
8116,2048,1,0.1667,0.1667,0.0000
8116,4096,0,0.1667,0.1667,0.0000
8117,512,7,0.2261,0.2478,0.0217
8117,1024,4,0.2261,0.2314,0.0054
8117,2048,3,0.2261,0.2261,0.0000
8117,4096,0,0.2261,0.2261,0.0000
8118,512,11,0.1546,0.1915,0.0369
8118,1024,5,0.1546,0.1789,0.0243
8118,2048,4,0.1546,0.1728,0.0181
8118,4096,2,0.1546,0.1667,0.0120
8119,512,3,0.2201,0.2278,0.0077
8119,1024,1,0.2201,0.2201,0.0000
8119,2048,1,0.2201,0.2201,0.0000
8119,4096,1,0.2201,0.2201,0.0000
8120,512,4,0.1689,0.1931,0.0242
8120,1024,2,0.1689,0.1849,0.0160
8120,2048,2,0.1689,0.1849,0.0160
8120,4096,1,0.1689,0.1769,0.0080
8121,512,4,0.0609,0.0893,0.0284
8121,1024,1,0.0609,0.0702,0.0093
8121,2048,1,0.0609,0.0702,0.0093
8121,4096,0,0.0609,0.0609,0.0000
8122,512,6,0.1529,0.1908,0.0379
8122,1024,3,0.1529,0.1677,0.0149
8122,2048,1,0.1529,0.1529,0.0000
8122,4096,0,0.1529,0.1529,0.0000
8123,512,3,0.1761,0.1987,0.0226
8123,1024,1,0.1761,0.1835,0.0074
8123,2048,1,0.1761,0.1835,0.0074
8123,4096,0,0.1761,0.1761,0.0000
8124,512,3,0.1314,0.1567,0.0253
8124,1024,0,0.1314,0.1314,0.0000
8124,2048,0,0.1314,0.1314,0.0000
8124,4096,0,0.1314,0.1314,0.0000
8125,512,16,0.1742,0.2727,0.0985
8125,1024,7,0.1742,0.2215,0.0473
8125,2048,6,0.1742,0.2215,0.0473
8125,4096,3,0.1742,0.1974,0.0232
8126,512,2,0.1786,0.1957,0.0171
8126,1024,1,0.1786,0.1871,0.0085
8126,2048,0,0.1786,0.1786,0.0000
8126,4096,0,0.1786,0.1786,0.0000
8127,512,8,0.1053,0.1560,0.0507
8127,1024,4,0.1053,0.1250,0.0197
8127,2048,1,0.1053,0.1150,0.0098
8127,4096,1,0.1053,0.1150,0.0098
8128,512,2,0.1342,0.1497,0.0154
8128,1024,2,0.1342,0.1497,0.0154
8128,2048,0,0.1342,0.1342,0.0000
8128,4096,0,0.1342,0.1342,0.0000
8129,512,3,0.1941,0.2083,0.0142
8129,1024,3,0.1941,0.2083,0.0142
8129,2048,0,0.1941,0.1941,0.0000
8129,4096,0,0.1941,0.1941,0.0000
8130,512,14,0.1475,0.2029,0.0554
8130,1024,8,0.1475,0.1857,0.0382
8130,2048,4,0.1475,0.1636,0.0161
8130,4096,1,0.1475,0.1528,0.0053
8131,512,3,0.1484,0.1760,0.0276
8131,1024,1,0.1484,0.1575,0.0090
8131,2048,0,0.1484,0.1484,0.0000
8131,4096,0,0.1484,0.1484,0.0000
8132,512,6,0.1752,0.2197,0.0445
8132,1024,3,0.1752,0.2015,0.0263
8132,2048,2,0.1752,0.1926,0.0174
8132,4096,2,0.1752,0.1926,0.0174
8133,512,1,0.1230,0.1322,0.0093
8133,1024,0,0.1230,0.1230,0.0000
8133,2048,0,0.1230,0.1230,0.0000
8133,4096,0,0.1230,0.1230,0.0000
8134,512,4,0.2429,0.2701,0.0272
8134,1024,1,0.2429,0.2518,0.0089
8134,2048,0,0.2429,0.2429,0.0000
8134,4096,0,0.2429,0.2429,0.0000
8135,512,7,0.1830,0.2067,0.0237
8135,1024,2,0.1830,0.1908,0.0078
8135,2048,0,0.1830,0.1830,0.0000
8135,4096,0,0.1830,0.1830,0.0000
8136,512,8,0.1257,0.1677,0.0420
8136,1024,5,0.1257,0.1534,0.0276
8136,2048,3,0.1257,0.1463,0.0206
8136,4096,1,0.1257,0.1325,0.0068
8137,512,3,0.1667,0.1875,0.0208
8137,1024,1,0.1667,0.1770,0.0103
8137,2048,1,0.1667,0.1770,0.0103
8137,4096,1,0.1667,0.1770,0.0103
8138,512,5,0.1677,0.1975,0.0298
8138,1024,4,0.1677,0.1975,0.0298
8138,2048,4,0.1677,0.1975,0.0298
8138,4096,2,0.1677,0.1824,0.0147
8139,512,6,0.1474,0.1854,0.0380
8139,1024,3,0.1474,0.1623,0.0149
8139,2048,2,0.1474,0.1548,0.0074
8139,4096,2,0.1474,0.1548,0.0074
8140,512,3,0.1885,0.2083,0.0198
8140,1024,1,0.1885,0.1983,0.0098
8140,2048,0,0.1885,0.1885,0.0000
8140,4096,0,0.1885,0.1885,0.0000
8141,512,3,0.1565,0.1724,0.0160
8141,1024,1,0.1565,0.1565,0.0000
8141,2048,1,0.1565,0.1565,0.0000
8141,4096,1,0.1565,0.1565,0.0000
8142,512,7,0.1701,0.2113,0.0412
8142,1024,4,0.1701,0.2028,0.0327
8142,2048,2,0.1701,0.1862,0.0161
8142,4096,0,0.1701,0.1701,0.0000
8143,512,9,0.2345,0.3066,0.0721
8143,1024,5,0.2345,0.2695,0.0350
8143,2048,4,0.2345,0.2695,0.0350
8143,4096,2,0.2345,0.2517,0.0173
8144,512,7,0.0956,0.1462,0.0506
8144,1024,2,0.0956,0.1119,0.0164
8144,2048,2,0.0956,0.1119,0.0164
8144,4096,1,0.0956,0.1037,0.0081
8145,512,5,0.1961,0.2323,0.0362
8145,1024,4,0.1961,0.2200,0.0239
8145,2048,0,0.1961,0.1961,0.0000
8145,4096,0,0.1961,0.1961,0.0000
8146,512,8,0.1242,0.1753,0.0511
8146,1024,3,0.1242,0.1456,0.0213
8146,2048,1,0.1242,0.1313,0.0070
8146,4096,0,0.1242,0.1242,0.0000
8147,512,7,0.2086,0.2632,0.0545
8147,1024,5,0.2086,0.2444,0.0358
8147,2048,2,0.2086,0.2174,0.0088
8147,4096,0,0.2086,0.2086,0.0000
8148,512,3,0.2273,0.2500,0.0227
8148,1024,3,0.2273,0.2500,0.0227
8148,2048,1,0.2273,0.2273,0.0000
8148,4096,0,0.2273,0.2273,0.0000
8149,512,3,0.0684,0.0776,0.0092
8149,1024,0,0.0684,0.0684,0.0000
8149,2048,0,0.0684,0.0684,0.0000
8149,4096,0,0.0684,0.0684,0.0000
8150,512,3,0.2268,0.2526,0.0258
8150,1024,2,0.2268,0.2526,0.0258
8150,2048,1,0.2268,0.2396,0.0128
8150,4096,0,0.2268,0.2268,0.0000
8151,512,8,0.1923,0.2277,0.0354
8151,1024,4,0.1923,0.2039,0.0116
8151,2048,4,0.1923,0.2039,0.0116
8151,4096,2,0.1923,0.2039,0.0116
8152,512,4,0.1639,0.2034,0.0395
8152,1024,1,0.1639,0.1736,0.0096
8152,2048,1,0.1639,0.1736,0.0096
8152,4096,1,0.1639,0.1736,0.0096
8153,512,3,0.1579,0.1756,0.0177
8153,1024,0,0.1579,0.1579,0.0000
8153,2048,0,0.1579,0.1579,0.0000
8153,4096,0,0.1579,0.1579,0.0000
8154,512,1,0.1765,0.1765,0.0000
8154,1024,1,0.1765,0.1765,0.0000
8154,2048,1,0.1765,0.1765,0.0000
8154,4096,1,0.1765,0.1765,0.0000
8155,512,2,0.2374,0.2464,0.0090
8155,1024,1,0.2374,0.2464,0.0090
8155,2048,1,0.2374,0.2464,0.0090
8155,4096,0,0.2374,0.2374,0.0000
8156,512,1,0.1236,0.1364,0.0128
8156,1024,1,0.1236,0.1364,0.0128
8156,2048,1,0.1236,0.1364,0.0128
8156,4096,1,0.1236,0.1364,0.0128
8157,512,4,0.1511,0.1679,0.0168
8157,1024,0,0.1511,0.1511,0.0000
8157,2048,0,0.1511,0.1511,0.0000
8157,4096,0,0.1511,0.1511,0.0000
8158,512,4,0.1750,0.1949,0.0199
8158,1024,4,0.1750,0.1949,0.0199
8158,2048,2,0.1750,0.1849,0.0099
8158,4096,1,0.1750,0.1849,0.0099
8159,512,4,0.1797,0.1890,0.0093
8159,1024,2,0.1797,0.1797,0.0000
8159,2048,1,0.1797,0.1797,0.0000
8159,4096,0,0.1797,0.1797,0.0000
8160,512,10,0.1022,0.1705,0.0684
8160,1024,8,0.1022,0.1615,0.0593
8160,2048,6,0.1022,0.1527,0.0505
8160,4096,2,0.1022,0.1185,0.0163
8161,512,4,0.2635,0.2986,0.0351
8161,1024,1,0.2635,0.2721,0.0086
8161,2048,0,0.2635,0.2635,0.0000
8161,4096,0,0.2635,0.2635,0.0000
8162,512,4,0.1096,0.1408,0.0313
8162,1024,2,0.1096,0.1250,0.0154
8162,2048,1,0.1096,0.1172,0.0077
8162,4096,1,0.1096,0.1172,0.0077
8163,512,10,0.1512,0.2000,0.0488
8163,1024,2,0.1512,0.1647,0.0135
8163,2048,1,0.1512,0.1579,0.0067
8163,4096,0,0.1512,0.1512,0.0000
8164,512,1,0.2093,0.2188,0.0094
8164,1024,0,0.2093,0.2093,0.0000
8164,2048,0,0.2093,0.2093,0.0000
8164,4096,0,0.2093,0.2093,0.0000
8165,512,4,0.1808,0.1943,0.0135
8165,1024,2,0.1808,0.1943,0.0135
8165,2048,1,0.1808,0.1875,0.0067
8165,4096,1,0.1808,0.1875,0.0067
8166,512,3,0.0952,0.1220,0.0267
8166,1024,2,0.0952,0.1129,0.0177
8166,2048,1,0.0952,0.1040,0.0088
8166,4096,0,0.0952,0.0952,0.0000
8167,512,6,0.1418,0.1752,0.0333
8167,1024,3,0.1418,0.1583,0.0164
8167,2048,1,0.1418,0.1418,0.0000
8167,4096,0,0.1418,0.1418,0.0000
8168,512,8,0.1690,0.2117,0.0427
8168,1024,7,0.1690,0.2117,0.0427
8168,2048,4,0.1690,0.1857,0.0167
8168,4096,1,0.1690,0.1773,0.0083
8169,512,4,0.1513,0.1913,0.0400
8169,1024,1,0.1513,0.1610,0.0098
8169,2048,1,0.1513,0.1610,0.0098
8169,4096,0,0.1513,0.1513,0.0000
8170,512,6,0.1586,0.2000,0.0414
8170,1024,2,0.1586,0.1748,0.0162
8170,2048,2,0.1586,0.1748,0.0162
8170,4096,0,0.1586,0.1586,0.0000
8171,512,4,0.1367,0.1618,0.0251
8171,1024,2,0.1367,0.1449,0.0082
8171,2048,2,0.1367,0.1449,0.0082
8171,4096,0,0.1367,0.1367,0.0000
8172,512,5,0.2695,0.3066,0.0371
8172,1024,2,0.2695,0.2878,0.0183
8172,2048,2,0.2695,0.2878,0.0183
8172,4096,0,0.2695,0.2695,0.0000
8173,512,7,0.1895,0.2053,0.0158
8173,1024,5,0.1895,0.2053,0.0158
8173,2048,3,0.1895,0.2053,0.0158
8173,4096,0,0.1895,0.1895,0.0000
8174,512,8,0.1562,0.2131,0.0569
8174,1024,4,0.1562,0.1840,0.0277
8174,2048,3,0.1562,0.1746,0.0184
8174,4096,0,0.1562,0.1562,0.0000
8175,512,3,0.1544,0.1781,0.0237
8175,1024,1,0.1544,0.1622,0.0078
8175,2048,1,0.1544,0.1622,0.0078
8175,4096,1,0.1544,0.1622,0.0078
8176,512,9,0.1953,0.2242,0.0290
8176,1024,5,0.1953,0.2096,0.0143
8176,2048,2,0.1953,0.2024,0.0071
8176,4096,1,0.1953,0.2024,0.0071
8177,512,6,0.1360,0.1736,0.0376
8177,1024,4,0.1360,0.1545,0.0185
8177,2048,2,0.1360,0.1545,0.0185
8177,4096,0,0.1360,0.1360,0.0000
8178,512,1,0.1161,0.1261,0.0101
8178,1024,1,0.1161,0.1261,0.0101
8178,2048,1,0.1161,0.1261,0.0101
8178,4096,1,0.1161,0.1261,0.0101
8179,512,1,0.1636,0.1743,0.0107
8179,1024,0,0.1636,0.1636,0.0000
8179,2048,0,0.1636,0.1636,0.0000
8179,4096,0,0.1636,0.1636,0.0000
8180,512,4,0.0859,0.1032,0.0172
8180,1024,3,0.0859,0.0945,0.0086
8180,2048,2,0.0859,0.0945,0.0086
8180,4096,1,0.0859,0.0945,0.0086
8181,512,3,0.1453,0.1552,0.0099
8181,1024,0,0.1453,0.1453,0.0000
8181,2048,0,0.1453,0.1453,0.0000
8181,4096,0,0.1453,0.1453,0.0000
8182,512,9,0.1118,0.1623,0.0505
8182,1024,7,0.1118,0.1474,0.0356
8182,2048,3,0.1118,0.1329,0.0211
8182,4096,1,0.1118,0.1187,0.0069
8183,512,5,0.0988,0.1195,0.0207
8183,1024,3,0.0988,0.1125,0.0137
8183,2048,1,0.0988,0.0988,0.0000
8183,4096,0,0.0988,0.0988,0.0000
8184,512,10,0.1875,0.2418,0.0543
8184,1024,5,0.1875,0.2258,0.0383
8184,2048,1,0.1875,0.1950,0.0075
8184,4096,0,0.1875,0.1875,0.0000
8185,512,5,0.1241,0.1560,0.0319
8185,1024,2,0.1241,0.1319,0.0078
8185,2048,2,0.1241,0.1319,0.0078
8185,4096,1,0.1241,0.1319,0.0078
8186,512,9,0.1722,0.2123,0.0401
8186,1024,5,0.1722,0.1959,0.0238
8186,2048,1,0.1722,0.1800,0.0078
8186,4096,0,0.1722,0.1722,0.0000
8187,512,4,0.1324,0.1493,0.0169
8187,1024,3,0.1324,0.1407,0.0084
8187,2048,1,0.1324,0.1324,0.0000
8187,4096,0,0.1324,0.1324,0.0000
8188,512,1,0.3421,0.3540,0.0119
8188,1024,0,0.3421,0.3421,0.0000
8188,2048,0,0.3421,0.3421,0.0000
8188,4096,0,0.3421,0.3421,0.0000
8189,512,5,0.1847,0.2157,0.0310
8189,1024,2,0.1847,0.1923,0.0076
8189,2048,2,0.1847,0.1923,0.0076
8189,4096,1,0.1847,0.1923,0.0076
8190,512,7,0.1241,0.1560,0.0319
8190,1024,2,0.1241,0.1399,0.0157
8190,2048,1,0.1241,0.1319,0.0078
8190,4096,0,0.1241,0.1241,0.0000
8191,512,11,0.2193,0.2737,0.0545
8191,1024,4,0.2193,0.2258,0.0066
8191,2048,1,0.2193,0.2193,0.0000
8191,4096,0,0.2193,0.2193,0.0000
8192,512,3,0.1037,0.1288,0.0251
8192,1024,2,0.1037,0.1203,0.0166
8192,2048,2,0.1037,0.1203,0.0166
8192,4096,0,0.1037,0.1037,0.0000
8193,512,8,0.1719,0.2397,0.0678
8193,1024,6,0.1719,0.2295,0.0576
8193,2048,5,0.1719,0.2195,0.0476
8193,4096,4,0.1719,0.2097,0.0378
8194,512,6,0.1796,0.2236,0.0440
8194,1024,2,0.1796,0.1939,0.0143
8194,2048,0,0.1796,0.1796,0.0000
8194,4096,0,0.1796,0.1796,0.0000
8195,512,6,0.1769,0.1931,0.0162
8195,1024,5,0.1769,0.1931,0.0162
8195,2048,2,0.1769,0.1769,0.0000
8195,4096,0,0.1769,0.1769,0.0000
8196,512,1,0.2268,0.2268,0.0000
8196,1024,1,0.2268,0.2268,0.0000
8196,2048,0,0.2268,0.2268,0.0000
8196,4096,0,0.2268,0.2268,0.0000
8197,512,5,0.2033,0.2542,0.0510
8197,1024,1,0.2033,0.2131,0.0099
8197,2048,1,0.2033,0.2131,0.0099
8197,4096,0,0.2033,0.2033,0.0000
8198,512,3,0.1096,0.1250,0.0154
8198,1024,2,0.1096,0.1172,0.0077
8198,2048,1,0.1096,0.1096,0.0000
8198,4096,0,0.1096,0.1096,0.0000
8199,512,14,0.1523,0.2204,0.0681
8199,1024,4,0.1523,0.1762,0.0239
8199,2048,4,0.1523,0.1762,0.0239
8199,4096,1,0.1523,0.1582,0.0059
8200,512,6,0.1284,0.1678,0.0395
8200,1024,3,0.1284,0.1438,0.0155
8200,2048,3,0.1284,0.1438,0.0155
8200,4096,1,0.1284,0.1361,0.0077
8201,512,3,0.1789,0.1983,0.0195
8201,1024,0,0.1789,0.1789,0.0000
8201,2048,0,0.1789,0.1789,0.0000
8201,4096,0,0.1789,0.1789,0.0000
8202,512,3,0.1407,0.1667,0.0259
8202,1024,2,0.1407,0.1579,0.0172
8202,2048,1,0.1407,0.1493,0.0085
8202,4096,0,0.1407,0.1407,0.0000
8203,512,10,0.2174,0.2484,0.0310
8203,1024,3,0.2174,0.2250,0.0076
8203,2048,3,0.2174,0.2250,0.0076
8203,4096,1,0.2174,0.2250,0.0076
8204,512,6,0.1168,0.1591,0.0423
8204,1024,1,0.1168,0.1250,0.0082
8204,2048,1,0.1168,0.1250,0.0082
8204,4096,0,0.1168,0.1168,0.0000
8205,512,4,0.1327,0.1562,0.0236
8205,1024,1,0.1327,0.1443,0.0117
8205,2048,0,0.1327,0.1327,0.0000
8205,4096,0,0.1327,0.1327,0.0000
8206,512,7,0.1964,0.2256,0.0292
8206,1024,4,0.1964,0.2182,0.0218
8206,2048,2,0.1964,0.2036,0.0072
8206,4096,1,0.1964,0.2036,0.0072
8207,512,3,0.1418,0.1591,0.0173
8207,1024,3,0.1418,0.1591,0.0173
8207,2048,3,0.1418,0.1591,0.0173
8207,4096,1,0.1418,0.1418,0.0000
8208,512,3,0.1485,0.1717,0.0232
8208,1024,1,0.1485,0.1600,0.0115
8208,2048,0,0.1485,0.1485,0.0000
8208,4096,0,0.1485,0.1485,0.0000
8209,512,4,0.2097,0.2500,0.0403
8209,1024,1,0.2097,0.2195,0.0098
8209,2048,1,0.2097,0.2195,0.0098
8209,4096,1,0.2097,0.2195,0.0098
8210,512,3,0.2295,0.2605,0.0310
8210,1024,0,0.2295,0.2295,0.0000
8210,2048,0,0.2295,0.2295,0.0000
8210,4096,0,0.2295,0.2295,0.0000
8211,512,2,0.2105,0.2321,0.0216
8211,1024,2,0.2105,0.2321,0.0216
8211,2048,1,0.2105,0.2212,0.0107
8211,4096,1,0.2105,0.2212,0.0107
8212,512,1,0.1533,0.1533,0.0000
8212,1024,0,0.1533,0.1533,0.0000
8212,2048,0,0.1533,0.1533,0.0000
8212,4096,0,0.1533,0.1533,0.0000
8213,512,6,0.1180,0.1503,0.0323
8213,1024,3,0.1180,0.1307,0.0127
8213,2048,2,0.1180,0.1243,0.0063
8213,4096,0,0.1180,0.1180,0.0000
8214,512,3,0.1056,0.1125,0.0069
8214,1024,2,0.1056,0.1056,0.0000
8214,2048,1,0.1056,0.1056,0.0000
8214,4096,0,0.1056,0.1056,0.0000
8215,512,6,0.2784,0.3333,0.0550
8215,1024,3,0.2784,0.3053,0.0269
8215,2048,1,0.2784,0.2784,0.0000
8215,4096,0,0.2784,0.2784,0.0000
8216,512,4,0.2320,0.2623,0.0303
8216,1024,2,0.2320,0.2419,0.0099
8216,2048,2,0.2320,0.2419,0.0099
8216,4096,2,0.2320,0.2419,0.0099
8217,512,2,0.1367,0.1533,0.0166
8217,1024,1,0.1367,0.1449,0.0082
8217,2048,0,0.1367,0.1367,0.0000
8217,4096,0,0.1367,0.1367,0.0000
8218,512,8,0.1987,0.2569,0.0583
8218,1024,3,0.1987,0.2230,0.0243
8218,2048,0,0.1987,0.1987,0.0000
8218,4096,0,0.1987,0.1987,0.0000
8219,512,4,0.1469,0.1714,0.0246
8219,1024,0,0.1469,0.1469,0.0000
8219,2048,0,0.1469,0.1469,0.0000
8219,4096,0,0.1469,0.1469,0.0000
8220,512,10,0.2089,0.2484,0.0395
8220,1024,3,0.2089,0.2244,0.0155
8220,2048,2,0.2089,0.2166,0.0077
8220,4096,2,0.2089,0.2166,0.0077
8221,512,2,0.1769,0.1953,0.0184
8221,1024,1,0.1769,0.1860,0.0091
8221,2048,1,0.1769,0.1860,0.0091
8221,4096,0,0.1769,0.1769,0.0000
8222,512,4,0.1437,0.1656,0.0219
8222,1024,1,0.1437,0.1509,0.0072
8222,2048,0,0.1437,0.1437,0.0000
8222,4096,0,0.1437,0.1437,0.0000
8223,512,6,0.1682,0.2255,0.0573
8223,1024,5,0.1682,0.2136,0.0454
8223,2048,5,0.1682,0.2136,0.0454
8223,4096,1,0.1682,0.1792,0.0110
8224,512,9,0.1656,0.2119,0.0463
8224,1024,2,0.1656,0.1806,0.0150
8224,2048,2,0.1656,0.1806,0.0150
8224,4096,1,0.1656,0.1731,0.0075
8225,512,3,0.2018,0.2243,0.0225
8225,1024,1,0.2018,0.2130,0.0111
8225,2048,1,0.2018,0.2130,0.0111
8225,4096,1,0.2018,0.2130,0.0111
8226,512,3,0.1440,0.1721,0.0281
8226,1024,1,0.1440,0.1532,0.0092
8226,2048,0,0.1440,0.1440,0.0000
8226,4096,0,0.1440,0.1440,0.0000
8227,512,8,0.1522,0.2231,0.0709
8227,1024,2,0.1522,0.1606,0.0084
8227,2048,1,0.1522,0.1522,0.0000
8227,4096,1,0.1522,0.1522,0.0000
8228,512,12,0.1781,0.2286,0.0505
